id,name,start_time,duration,cpu_req,mem_req,vf_req,mano_req,default_cluster,relocation_cost
107,provisioning-mysign-test-user-01,600,120,8.0,17203,0,0,0,6
64,event-processor-user-03,1080,240,4.0,20889,0,0,0,6
127,recurring-policy-test-user-06,1140,120,5.0,19660,0,0,0,5
91,product-catalog-test-user-03,1200,120,8.0,16588,0,0,0,5
12,abm-test-user-02,780,240,6.0,18432,0,0,0,5
65,event-processor-user-04,240,240,4.0,20275,0,0,0,6
62,event-processor-user-01,540,240,2.0,22118,0,0,0,6
166,pro-hlc-demo3,60,180,8.0,15974,0,1,2,8
100,provisioning-cdbr-latest,720,180,8.0,15974,0,0,0,5
149,webocs-sso-main,240,240,8.0,15974,0,0,0,5
97,promotion-voice-user-02,120,120,7.0,15360,0,0,0,6
95,promotion-voice-latest,480,180,7.0,15360,0,0,0,6
96,promotion-voice-user-01,1260,240,7.0,15360,0,0,0,6
135,scanapp-test-user-02,0,120,1.0,20889,0,0,0,6
102,provisioning-cdbr-test-user-02,600,240,7.0,14131,0,0,0,5
101,provisioning-cdbr-test-user-01,1200,240,7.0,14131,0,0,0,5
103,provisioning-cdbr-test-user-03,1260,240,7.0,14131,0,0,0,5
104,provisioning-cdbr-test-user-04,960,180,7.0,14131,0,0,0,5
11,abm-test-user-01,1200,120,2.0,19046,0,0,0,5
202,thuanlk,120,420,6.0,14745,4,1,3,26
121,recurring-policy-latest,600,180,1.0,19660,0,0,0,5
32,chp-gy-latest,600,180,6.0,13516,0,0,0,5
136,scanapp-test-user-03,1020,180,1.0,18432,0,0,0,6
63,event-processor-user-02,480,180,1.0,18432,0,0,0,6
67,event-processor-user-06,720,240,1.0,18432,0,0,0,6
66,event-processor-user-05,0,120,1.0,18432,0,0,0,6
60,event-processer-user-01,960,120,1.0,18432,0,0,0,6
61,event-processor-latest,480,180,1.0,18432,0,0,0,6
134,scanapp-test-user-01,1140,180,1.0,18432,0,0,0,6
133,scanapp-latest,1080,180,1.0,18432,0,0,0,6
122,recurring-policy-test-user-01,0,120,1.0,18432,0,0,0,5
138,scanapp-test-user-06,960,180,1.0,18432,0,0,0,6
194,pro-hht-demo2,1140,180,6.0,12288,0,1,3,7
98,provisioning-100m-test-user-01,1200,120,6.0,12288,0,0,0,5
99,provisioning-100m-test-user-02,720,240,6.0,12288,0,0,0,5
37,chp-voice-hp-test-user-01,1020,180,6.0,12288,0,0,0,5
43,chp-voice-pstn-online-test-user-03,780,120,6.0,12288,0,0,0,5
74,pcp-gx-latest,480,120,6.0,12288,0,0,0,5
68,gx-pcp-test-user-02,480,180,6.0,12288,0,0,0,5
115,provisioning-test-user-08,1080,120,6.0,12288,0,0,0,5
75,pcp-gx-test-user-01,720,240,6.0,12288,0,0,0,5
41,chp-voice-pstn-online-test-user-01,1260,240,6.0,12288,0,0,0,5
42,chp-voice-pstn-online-test-user-02,480,180,6.0,12288,0,0,0,5
125,recurring-policy-test-user-04,660,180,2.0,15974,0,0,0,5
126,recurring-policy-test-user-05,540,180,1.0,15974,0,0,0,5
123,recurring-policy-test-user-02,900,180,1.0,15974,0,0,0,5
137,scanapp-test-user-05,600,240,1.0,15360,0,0,0,6
77,pcp-gx-test-user-05,900,240,5.0,11059,0,0,0,5
106,provisioning-mysign-100m-test-user-01,480,180,5.0,11059,0,0,0,5
81,pcp-smpolicy-test-user-03,420,120,5.0,10444,0,0,0,5
79,pcp-smpolicy-test-user-01,720,240,5.0,10444,0,0,0,5
78,pcp-smpolicy-bypass-tpscontrol-test-user-01,480,180,5.0,10444,0,0,0,5
129,recurring-test-user-os1,720,240,1.0,12902,0,0,0,5
128,recurring-test-user-100,960,180,1.0,12902,0,0,0,5
207,vmclient,300,120,4.0,9830,0,1,3,7
124,recurring-policy-test-user-03,1200,120,1.0,12288,0,0,0,5
17,cdrgen-test-user-01,420,180,4.0,9216,0,0,0,5
18,cdrgen-test-user-02,480,180,4.0,9216,0,0,0,5
50,cleaning-test-user-01,960,240,4.0,9216,0,0,0,5
5,abm-common,0,120,4.0,9216,0,0,0,4
38,chp-voice-hp-test-user-02,900,120,4.0,9216,0,0,0,5
21,chp-convergent-test-user-01,240,120,4.0,9216,0,0,0,5
20,chp-convergent-bypass-tpscontrol-test-user-01,780,120,4.0,9216,0,0,0,5
35,chp-gy-test-user-03,540,240,4.0,9216,0,0,0,5
34,chp-gy-test-user-02,660,180,4.0,9216,0,0,0,5
36,chp-gy-test-user-05,1200,120,4.0,9216,0,0,0,5
86,product-catalog-load-rating-test-user-01,240,240,4.0,9216,0,0,0,5
130,refund-test-user-03,840,240,4.0,9216,0,0,0,5
87,product-catalog-load-rating-test-user-02,240,120,4.0,9216,0,0,0,5
28,chp-event-test-user-04,1080,240,4.0,9216,0,0,0,5
31,chp-ftth-test-user-04,420,180,4.0,9216,0,0,0,5
49,cleaning-latest,600,240,4.0,9216,0,0,0,5
25,chp-event-test-user-01,720,180,4.0,9216,0,0,0,5
23,chp-convergent-test-user-03,720,240,4.0,9216,0,0,0,5
24,chp-event-latest,420,120,4.0,9216,0,0,0,5
33,chp-gy-test-user-01,480,120,4.0,9216,0,0,0,5
19,cdrgen-test-user-03,0,120,4.0,9216,0,0,0,5
22,chp-convergent-test-user-02,660,120,4.0,9216,0,0,0,5
30,chp-ftth-test-user-03,480,240,4.0,9216,0,0,0,5
27,chp-event-test-user-03,480,120,4.0,9216,0,0,0,5
76,pcp-gx-test-user-04,780,120,4.0,9216,0,0,0,5
51,cleaning-test-user-02,0,120,4.0,9216,0,0,0,5
80,pcp-smpolicy-test-user-02,840,120,4.0,9216,0,0,0,5
26,chp-event-test-user-02,540,120,4.0,8601,0,0,0,5
1,abm-100m-migration-01,0,120,4.0,8601,0,0,0,4
169,service-test,120,240,4.0,8601,0,1,2,12
148,webocs-product-1,720,240,4.0,7987,0,0,0,4
208,web-mobile-hht-2,420,540,3.0,7372,2,1,3,22
173,abm-sws-pr-tiennn,540,180,3.0,6758,0,1,3,7
10,abm-sws-pr-tiennn,480,180,3.0,6758,0,0,0,4
4,abm-cntt-100m,0,120,3.0,6758,0,0,0,4
0,abm-100m,780,120,3.0,6758,0,0,0,4
6,abm-common-02,900,180,3.0,6144,0,0,0,4
52,custhis-test-user-01,720,240,3.0,6144,0,0,0,4
53,custhis-test-user-02,480,180,3.0,6144,0,0,0,4
147,webocs-custhis-1,720,240,3.0,6144,0,0,0,4
56,devops-vsm-dev-2,1200,240,4.0,4915,0,0,0,4
55,devops-vsm-dev-1,420,120,4.0,4915,0,0,0,4
57,devops-vsm-dev-3,420,120,4.0,4915,0,0,0,4
59,devops-vsm-test-01,540,240,4.0,4915,0,0,0,4
168,s3-sync-vim03,60,120,4.0,4915,0,1,2,6
120,rating-test-user-03,1020,120,1.0,6144,0,0,0,3
119,rating-test-user-02,240,180,1.0,6144,0,0,0,3
118,rating-test-user-01,660,240,1.0,6144,0,0,0,3
117,rating-latest,420,180,1.0,6144,0,0,0,3
175,ducnm123,720,120,2.0,4915,0,1,3,4
176,ducnm124,120,180,2.0,4915,0,1,3,4
180,htest,600,120,2.0,4915,0,1,3,5
73,nfvi,240,120,1.0,4915,0,0,0,2
54,devops-vsm,720,180,4.0,1843,0,0,0,2
172,100m-test,600,360,2.0,3686,4,1,3,13
164,event-st,660,120,2.0,2457,0,1,2,8
58,devops-vsm-staging,480,120,2.0,2457,0,0,0,2
72,mediation-test-user-01,720,240,1.0,3072,0,0,0,2
69,mdm-test-feature-user-01,480,180,1.0,3072,0,0,0,2
70,mdm-test-user-01,720,240,1.0,3072,0,0,0,2
83,product-catalog-100m-cdbr,480,180,1.0,3072,0,0,0,2
82,product-catalog,480,120,1.0,3072,0,0,0,2
88,product-catalog-mysign,480,240,1.0,3072,0,0,0,2
84,product-catalog-100m-sws,720,180,1.0,3072,0,0,0,2
196,product-catalog-100m-sws,0,120,1.0,3072,0,1,3,3
151,investigate-mda-master,0,120,1.0,2457,0,1,1,6
155,mano-multi-site-2,840,180,1.0,2457,0,1,1,8
181,htupf01,180,120,1.0,2457,0,1,3,2
174,developing-payment-platform-center,960,120,1.0,2457,0,1,3,3
171,voice-st,180,120,1.0,2457,0,1,2,8
165,offline-st,420,120,1.0,2457,0,1,2,8
162,mda-da-test,120,180,1.0,2457,0,1,1,2
184,mano-agent-1709,600,240,1.0,2457,0,1,3,3
179,hoaitest,1200,240,1.0,2457,0,1,3,3
178,hoaios-2509,1200,180,1.0,2457,0,1,3,3
205,tiennn18-test,0,240,1.0,2457,0,1,3,2
185,mano-agent-multi-1,60,240,1.0,2457,0,1,3,3
191,minh-ns10,1080,240,1.0,2457,0,1,3,2
190,manoocs-2906,480,240,1.0,2457,0,1,3,3
186,mano-agent-multi-2,1200,120,1.0,2457,0,1,3,3
187,mano-agent-pat01,180,180,1.0,2457,0,1,3,8
189,manogenerated,0,240,1.0,2457,0,1,3,3
188,mano-agent-vim171,1260,120,1.0,2457,0,1,3,2
183,mano-agent-1403,240,240,1.0,2457,0,1,3,7
201,test123,60,120,1.0,2457,0,1,3,4
199,test-ne,900,120,1.0,2457,0,1,3,4
197,sondn16,780,540,1.0,1228,4,1,3,6
182,imtc01,600,360,1.0,1228,4,1,3,6
203,tidb-operator,900,240,1.0,720,0,1,3,2
170,strimzi,900,240,1.0,460,0,1,2,1
177,duongnv21,1080,120,1.0,460,0,1,3,1
