job_id,cluster_id,timeslice
9,1,36
9,1,37
9,1,38
9,1,39
9,1,40
9,1,41
9,1,42
10,2,0
10,2,1
10,2,2
10,2,3
10,2,4
10,2,5
10,2,6
10,2,7
10,2,8
10,2,9
10,2,10
10,2,11
10,2,12
10,2,13
10,2,14
10,2,15
10,2,16
10,2,17
10,2,18
10,2,19
10,2,20
10,2,21
10,2,22
10,2,23
10,2,24
10,2,25
10,2,26
10,2,27
10,2,28
10,2,29
10,2,30
10,2,31
10,2,32
10,2,33
10,2,34
10,2,35
10,2,36
10,2,37
10,2,38
10,2,39
10,2,40
10,2,41
10,2,42
11,2,0
11,2,1
11,2,2
11,2,3
11,2,4
11,2,5
11,2,6
11,2,7
11,2,8
11,2,9
11,2,10
11,2,11
11,2,12
11,2,13
11,2,14
11,2,15
11,2,16
11,2,17
11,2,18
11,2,19
11,2,20
11,2,21
11,2,22
11,2,23
11,2,24
11,2,25
11,2,26
11,2,27
11,2,28
11,2,29
11,2,30
11,2,31
11,2,32
11,2,33
11,2,34
11,2,35
11,2,36
11,2,37
11,2,38
11,2,39
11,2,40
11,2,41
11,2,42
