id,name,start_time,duration,cpu_req,mem_req,vf_req,mano_req,default_cluster,relocation_cost
172,duongnv21,6,3,1.0,460,0,1,3,1
173,tidb-operator,11,2,1.0,720,0,1,3,2
174,sondn16,6,8,1.0,1228,4,1,3,6
175,imtc01,16,4,1.0,1228,4,1,3,6
176,tiennn18-test,1,1,1.0,2457,0,1,3,2
177,manoocs-2906,1,2,1.0,2457,0,1,3,3
178,mano-agent-multi-2,2,1,1.0,2457,0,1,3,3
179,mano-agent-multi-1,4,1,1.0,2457,0,1,3,3
180,mano-agent-1709,5,2,1.0,2457,0,1,3,3
181,mano-agent-pat01,5,2,1.0,2457,0,1,3,8
182,htupf01,6,2,1.0,2457,0,1,3,2
183,mano-agent-1403,10,1,1.0,2457,0,1,3,7
184,developing-payment-platform-center,11,1,1.0,2457,0,1,3,3
185,hoaitest,11,2,1.0,2457,0,1,3,3
186,hoaios-2509,11,2,1.0,2457,0,1,3,3
187,minh-ns10,11,3,1.0,2457,0,1,3,2
188,mano-agent-vim171,14,3,1.0,2457,0,1,3,2
189,manogenerated,15,3,1.0,2457,0,1,3,3
190,test-ne,17,3,1.0,2457,0,1,3,4
191,test123,22,1,1.0,2457,0,1,3,4
192,product-catalog-100m-sws,12,3,1.0,3072,0,1,3,3
193,100m-test,11,6,2.0,3686,4,1,3,13
194,ducnm123,7,3,2.0,4915,0,1,3,4
195,htest,14,1,2.0,4915,0,1,3,5
196,ducnm124,18,1,2.0,4915,0,1,3,4
197,abm-sws-pr-tiennn,10,2,3.0,6758,0,1,3,7
198,web-mobile-hht-2,17,5,3.0,7372,2,1,3,22
199,vmclient,2,3,4.0,9830,0,1,3,7
200,pro-hht-demo2,15,2,6.0,12288,0,1,3,7
201,thuanlk,1,6,6.0,14745,4,1,3,26
202,tool-test-restful-bypass,0,7,10.0,22118,6,1,3,28
203,offline-cnf1,2,5,20.0,49152,24,1,3,40
204,pro-hht,2,8,22.0,58982,36,1,3,40
205,sync-file,14,3,24.0,36864,0,1,3,12
206,test-sriov,3,7,26.0,66969,14,1,3,40
207,pro-hlc,8,5,27.0,83116,40,1,3,40
208,tiennn18-mesh,15,3,36.0,71270,0,1,3,12
