id,name,start_time,duration,cpu_req,mem_req,vf_req,mano_req,default_cluster,relocation_cost
123,chp-voice-test-user-01,22,2,9.0,19660,0,0,0,6
124,chp-voice-latest,42,3,9.0,19660,0,0,0,6
125,volte-test-user-02,2,3,10.0,20275,0,0,0,6
126,provisioning-mysign-test-user-02,3,4,10.0,20275,0,0,0,6
127,volte-test-user-01,3,2,10.0,20275,0,0,0,6
128,provisioning-test-user-07,14,1,10.0,20275,0,0,0,6
129,product-catalog-test-user-04,16,3,10.0,20275,0,0,0,5
130,volte-test-user-03,24,1,10.0,20275,0,0,0,6
131,provisioning-test-user-03,35,2,10.0,20275,0,0,0,6
132,volte-latest,35,3,10.0,20275,0,0,0,6
133,voice-nr-test-user-02,11,1,10.0,21504,0,0,0,6
134,voice-nr-test-user-01,17,4,10.0,21504,0,0,0,6
135,mediation-pstn-test-user-01,40,4,10.0,21504,0,0,0,6
136,chp-voice-performance,29,1,10.0,22118,0,0,0,6
137,provisioning-latest,3,1,12.0,25804,0,0,0,6
138,product-catalog-latest,34,1,13.0,26419,0,0,0,5
139,product-catalog-test-user-01,11,3,14.0,28262,0,0,0,5
140,product-catalog-test-user-02,4,1,14.0,28876,0,0,0,5
141,product-catalog-test-user-05,17,2,14.0,28876,0,0,0,5
142,product-catalog-test-user-06,28,1,14.0,28876,0,0,0,5
143,abnormal-test-user-01,2,1,25.0,50995,0,0,0,8
144,abnormal-test-user-02,41,1,25.0,50995,0,0,0,8
145,abnormal-latest,5,4,27.0,54067,0,0,0,8
146,abnormal-test-user-03,7,4,27.0,54067,0,0,0,8
147,s3-sync-test,1,1,28.0,41779,0,0,0,8
148,s3-sync-dev,10,1,28.0,41779,0,0,0,8
149,vcrbt-demo-21m,6,3,46.0,56524,0,0,0,8
150,investigate-mda-master,7,1,1.0,2457,0,1,1,6
151,mda-da-test,86,2,1.0,2457,0,1,1,2
152,mano-multi-site-2,99,2,1.0,2457,0,1,1,8
153,auto-pat,60,2,4.0,22118,0,1,1,6
154,mano-epc-2024,67,1,7.5,39321,0,1,1,8
155,mda,37,2,16.0,51609,0,1,1,9
156,mano-ocs-2025,67,2,22.0,132710,0,1,1,12
157,mano-multi-site-1,47,2,30.0,194150,0,1,1,12
158,mano-ocs-testbed,79,1,30.0,203980,0,1,1,12
159,mano-epc-2023,3,2,39.5,210124,0,1,1,12
160,mano-sdc,7,2,44.0,267878,0,1,1,12
161,mano-ocs-2022,57,2,55.0,313344,0,1,1,12
162,mano-ocs-2023,3,2,62.0,346521,0,1,1,12
163,strimzi,12,1,1.0,460,0,1,2,1
164,voice-st,13,2,1.0,2457,0,1,2,8
165,offline-st,52,4,1.0,2457,0,1,2,8
166,event-st,69,3,2.0,2457,0,1,2,8
167,s3-sync-vim03,70,1,4.0,4915,0,1,2,6
168,service-test,70,1,4.0,8601,0,1,2,12
169,pro-hlc-demo3,78,3,8.0,15974,0,1,2,8
170,provisioning,78,3,16.0,30720,0,1,2,12
171,data4g,99,4,32.0,73728,0,1,2,12
172,duongnv21,59,4,1.0,460,0,1,3,1
173,tidb-operator,86,4,1.0,720,0,1,3,2
174,imtc01,6,11,1.0,1228,4,1,3,6
175,sondn16,50,9,1.0,1228,4,1,3,6
176,hoaios-2509,4,3,1.0,2457,0,1,3,3
177,manogenerated,12,4,1.0,2457,0,1,3,3
178,hoaitest,14,3,1.0,2457,0,1,3,3
179,mano-agent-multi-1,14,4,1.0,2457,0,1,3,3
180,manoocs-2906,14,2,1.0,2457,0,1,3,3
181,test123,19,1,1.0,2457,0,1,3,4
182,minh-ns10,21,2,1.0,2457,0,1,3,2
183,mano-agent-multi-2,24,2,1.0,2457,0,1,3,3
184,developing-payment-platform-center,26,1,1.0,2457,0,1,3,3
185,mano-agent-1403,33,3,1.0,2457,0,1,3,7
186,mano-agent-vim171,34,4,1.0,2457,0,1,3,2
187,mano-agent-pat01,37,1,1.0,2457,0,1,3,8
188,htupf01,48,4,1.0,2457,0,1,3,2
189,test-ne,57,3,1.0,2457,0,1,3,4
190,mano-agent-1709,62,2,1.0,2457,0,1,3,3
191,tiennn18-test,97,4,1.0,2457,0,1,3,2
192,product-catalog-100m-sws,10,3,1.0,3072,0,1,3,3
193,100m-test,7,11,2.0,3686,4,1,3,13
194,htest,1,2,2.0,4915,0,1,3,5
195,ducnm123,73,4,2.0,4915,0,1,3,4
196,ducnm124,81,3,2.0,4915,0,1,3,4
197,abm-sws-pr-tiennn,71,2,3.0,6758,0,1,3,7
198,web-mobile-hht-2,50,8,3.0,7372,2,1,3,22
199,vmclient,10,2,4.0,9830,0,1,3,7
200,pro-hht-demo2,72,3,6.0,12288,0,1,3,7
201,thuanlk,38,9,6.0,14745,4,1,3,26
202,tool-test-restful-bypass,86,10,10.0,22118,6,1,3,28
203,offline-cnf1,92,8,20.0,49152,24,1,3,40
204,pro-hht,0,9,22.0,58982,36,1,3,40
205,sync-file,92,2,24.0,36864,0,1,3,12
206,test-sriov,26,9,26.0,66969,14,1,3,40
207,pro-hlc,48,8,27.0,83116,40,1,3,40
208,tiennn18-mesh,79,3,36.0,71270,0,1,3,12
