id,name,start_time,duration,cpu_req,mem_req,vf_req,mano_req,default_cluster,relocation_cost
42,chp-voice-pstn-online-test-user-02,1441,180,6.0,12288,0,0,0,5
43,chp-voice-pstn-online-test-user-03,2101,240,6.0,12288,0,0,0,5
44,chp-voice-test-user-01,1321,120,9.0,19660,0,0,0,6
45,chp-voice-test-user-02,241,180,9.0,19660,0,0,0,6
46,chp-voice-test-user-03,121,60,9.0,19660,0,0,0,6
47,chp-voice-test-user-04,541,240,9.0,19660,0,0,0,6
48,chp-voice-test-user-06,361,180,9.0,19660,0,0,0,6
49,cleaning-latest,421,60,4.0,9216,0,0,0,5
50,cleaning-test-user-01,1,60,4.0,9216,0,0,0,5
51,cleaning-test-user-02,301,180,4.0,9216,0,0,0,5
52,custhis-test-user-01,1,60,3.0,6144,0,0,0,4
53,custhis-test-user-02,1921,60,3.0,6144,0,0,0,4
54,devops-vsm,1381,240,4.0,1843,0,0,0,2
55,devops-vsm-dev-1,1441,240,4.0,4915,0,0,0,4
56,devops-vsm-dev-2,3181,120,4.0,4915,0,0,0,4
57,devops-vsm-dev-3,421,180,4.0,4915,0,0,0,4
58,devops-vsm-staging,1561,60,2.0,2457,0,0,0,2
59,devops-vsm-test-01,361,180,4.0,4915,0,0,0,4
60,event-processer-user-01,1,240,1.0,18432,0,0,0,6
61,event-processor-latest,1261,180,1.0,18432,0,0,0,6
62,event-processor-user-01,3301,240,2.0,22118,0,0,0,6
63,event-processor-user-02,2221,180,1.0,18432,0,0,0,6
64,event-processor-user-03,961,180,4.0,20889,0,0,0,6
65,event-processor-user-04,1,180,4.0,20275,0,0,0,6
66,event-processor-user-05,1501,180,1.0,18432,0,0,0,6
67,event-processor-user-06,901,180,1.0,18432,0,0,0,6
68,gx-pcp-test-user-02,1261,120,6.0,12288,0,0,0,5
69,mdm-test-feature-user-01,361,120,1.0,3072,0,0,0,2
70,mdm-test-user-01,1561,180,1.0,3072,0,0,0,2
71,mediation-pstn-test-user-01,2401,240,10.0,21504,0,0,0,6
72,mediation-test-user-01,481,240,1.0,3072,0,0,0,2
73,nfvi,121,120,1.0,4915,0,0,0,2
74,pcp-gx-latest,61,180,6.0,12288,0,0,0,5
75,pcp-gx-test-user-01,2161,180,6.0,12288,0,0,0,5
76,pcp-gx-test-user-04,181,180,4.0,9216,0,0,0,5
77,pcp-gx-test-user-05,2761,240,5.0,11059,0,0,0,5
78,pcp-smpolicy-bypass-tpscontrol-test-user-01,61,120,5.0,10444,0,0,0,5
79,pcp-smpolicy-test-user-01,1141,60,5.0,10444,0,0,0,5
80,pcp-smpolicy-test-user-02,1441,60,4.0,9216,0,0,0,5
81,pcp-smpolicy-test-user-03,901,120,5.0,10444,0,0,0,5
82,product-catalog,721,180,1.0,3072,0,0,0,2
83,product-catalog-100m-cdbr,1081,180,1.0,3072,0,0,0,2
84,product-catalog-100m-sws,1801,120,1.0,3072,0,0,0,2
85,product-catalog-latest,2041,60,13.0,26419,0,0,0,5
86,product-catalog-load-rating-test-user-01,1621,240,4.0,9216,0,0,0,5
87,product-catalog-load-rating-test-user-02,601,60,4.0,9216,0,0,0,5
88,product-catalog-mysign,301,120,1.0,3072,0,0,0,2
89,product-catalog-test-user-01,661,180,14.0,28262,0,0,0,5
90,product-catalog-test-user-02,241,60,14.0,28876,0,0,0,5
91,product-catalog-test-user-03,961,180,8.0,16588,0,0,0,5
92,product-catalog-test-user-04,961,180,10.0,20275,0,0,0,5
93,product-catalog-test-user-05,1021,120,14.0,28876,0,0,0,5
94,product-catalog-test-user-06,1681,60,14.0,28876,0,0,0,5
95,promotion-voice-latest,61,120,7.0,15360,0,0,0,6
96,promotion-voice-user-01,121,120,7.0,15360,0,0,0,6
97,promotion-voice-user-02,181,180,7.0,15360,0,0,0,6
98,provisioning-100m-test-user-01,1261,180,6.0,12288,0,0,0,5
99,provisioning-100m-test-user-02,301,60,6.0,12288,0,0,0,5
100,provisioning-cdbr-latest,421,240,8.0,15974,0,0,0,5
101,provisioning-cdbr-test-user-01,721,120,7.0,14131,0,0,0,5
102,provisioning-cdbr-test-user-02,1021,180,7.0,14131,0,0,0,5
103,provisioning-cdbr-test-user-03,181,120,7.0,14131,0,0,0,5
104,provisioning-cdbr-test-user-04,541,120,7.0,14131,0,0,0,5
105,provisioning-latest,181,60,12.0,25804,0,0,0,6
106,provisioning-mysign-100m-test-user-01,1261,180,5.0,11059,0,0,0,5
107,provisioning-mysign-test-user-01,661,180,8.0,17203,0,0,0,6
108,provisioning-mysign-test-user-02,181,240,10.0,20275,0,0,0,6
109,provisioning-test-user-01,661,120,8.0,17203,0,0,0,6
110,provisioning-test-user-02,541,240,8.0,17203,0,0,0,6
111,provisioning-test-user-03,2101,120,10.0,20275,0,0,0,6
112,provisioning-test-user-04,3961,240,9.0,18432,0,0,0,6
113,provisioning-test-user-05,2161,120,8.0,17203,0,0,0,6
114,provisioning-test-user-07,841,60,10.0,20275,0,0,0,6
115,provisioning-test-user-08,901,120,6.0,12288,0,0,0,5
116,provisioning-test-user-09,1981,180,9.0,18432,0,0,0,6
117,rating-latest,121,60,1.0,6144,0,0,0,3
118,rating-test-user-01,841,240,1.0,6144,0,0,0,3
119,rating-test-user-02,1141,120,1.0,6144,0,0,0,3
120,rating-test-user-03,2701,180,1.0,6144,0,0,0,3
121,recurring-policy-latest,2701,120,1.0,19660,0,0,0,5
122,recurring-policy-test-user-01,961,240,1.0,18432,0,0,0,5
123,recurring-policy-test-user-02,301,120,1.0,15974,0,0,0,5
124,recurring-policy-test-user-03,601,60,1.0,12288,0,0,0,5
125,recurring-policy-test-user-04,241,120,2.0,15974,0,0,0,5
126,recurring-policy-test-user-05,961,60,1.0,15974,0,0,0,5
127,recurring-policy-test-user-06,1741,240,5.0,19660,0,0,0,5
128,recurring-test-user-100,2761,240,1.0,12902,0,0,0,5
129,recurring-test-user-os1,481,120,1.0,12902,0,0,0,5
130,refund-test-user-03,61,120,4.0,9216,0,0,0,5
131,s3-sync-dev,601,60,28.0,41779,0,0,0,8
132,s3-sync-test,61,60,28.0,41779,0,0,0,8
133,scanapp-latest,3841,240,1.0,18432,0,0,0,6
134,scanapp-test-user-01,241,180,1.0,18432,0,0,0,6
135,scanapp-test-user-02,1981,240,1.0,20889,0,0,0,6
136,scanapp-test-user-03,721,60,1.0,18432,0,0,0,6
137,scanapp-test-user-05,721,60,1.0,15360,0,0,0,6
138,scanapp-test-user-06,421,60,1.0,18432,0,0,0,6
139,test-service-user-01,961,60,2.0,62054,0,0,0,8
140,vcrbt-demo-21m,361,180,46.0,56524,0,0,0,8
141,voice-nr-test-user-01,1021,240,10.0,21504,0,0,0,6
142,voice-nr-test-user-02,661,60,10.0,21504,0,0,0,6
143,volte-latest,2101,180,10.0,20275,0,0,0,6
144,volte-test-user-01,181,120,10.0,20275,0,0,0,6
145,volte-test-user-02,121,180,10.0,20275,0,0,0,6
146,volte-test-user-03,1441,60,10.0,20275,0,0,0,6
147,webocs-custhis-1,721,180,3.0,6144,0,0,0,4
148,webocs-product-1,481,180,4.0,7987,0,0,0,4
149,webocs-sso-main,601,120,8.0,15974,0,0,0,5
150,auto-pat,3601,96,4.0,22118,0,1,1,6
151,investigate-mda-master,421,60,1.0,2457,0,1,1,6
152,mano-epc-2023,181,96,39.5,210124,0,1,1,12
153,mano-epc-2024,4021,60,7.5,39321,0,1,1,8
154,mano-multi-site-1,2821,144,30.0,194150,0,1,1,12
155,mano-multi-site-2,5941,144,1.0,2457,0,1,1,8
156,mano-ocs-2022,3421,144,55.0,313344,0,1,1,12
157,mano-ocs-2023,181,96,62.0,346521,0,1,1,12
158,mano-ocs-2025,4021,144,22.0,132710,0,1,1,12
159,mano-ocs-testbed,4741,60,30.0,203980,0,1,1,12
160,mano-sdc,421,96,44.0,267878,0,1,1,12
161,mda,2221,96,16.0,51609,0,1,1,9
162,mda-da-test,5161,144,1.0,2457,0,1,1,2
163,data4g,5941,240,32.0,73728,0,1,2,12
164,event-st,4141,180,2.0,2457,0,1,2,8
165,offline-st,3121,240,1.0,2457,0,1,2,8
166,pro-hlc-demo3,4681,180,8.0,15974,0,1,2,8
167,provisioning,4681,180,16.0,30720,0,1,2,12
168,s3-sync-vim03,4201,60,4.0,4915,0,1,2,6
169,service-test,4201,60,4.0,8601,0,1,2,12
170,strimzi,721,60,1.0,460,0,1,2,1
171,voice-st,781,120,1.0,2457,0,1,2,8
172,100m-test,421,660,2.0,3686,4,1,3,13
173,abm-sws-pr-tiennn,4261,120,3.0,6758,0,1,3,7
174,developing-payment-platform-center,1561,60,1.0,2457,0,1,3,3
175,ducnm123,4381,240,2.0,4915,0,1,3,4
176,ducnm124,4861,180,2.0,4915,0,1,3,4
177,duongnv21,3541,240,1.0,460,0,1,3,1
178,hoaios-2509,241,180,1.0,2457,0,1,3,3
179,hoaitest,841,180,1.0,2457,0,1,3,3
180,htest,61,120,2.0,4915,0,1,3,5
181,htupf01,2881,240,1.0,2457,0,1,3,2
182,imtc01,361,660,1.0,1228,4,1,3,6
183,mano-agent-1403,1981,180,1.0,2457,0,1,3,7
184,mano-agent-1709,3721,120,1.0,2457,0,1,3,3
185,mano-agent-multi-1,841,240,1.0,2457,0,1,3,3
186,mano-agent-multi-2,1441,120,1.0,2457,0,1,3,3
187,mano-agent-pat01,2221,60,1.0,2457,0,1,3,8
188,mano-agent-vim171,2041,240,1.0,2457,0,1,3,2
189,manogenerated,721,240,1.0,2457,0,1,3,3
190,manoocs-2906,841,120,1.0,2457,0,1,3,3
191,minh-ns10,1261,120,1.0,2457,0,1,3,2
192,offline-cnf1,5521,480,20.0,49152,24,1,3,40
193,pro-hht,1,540,22.0,58982,36,1,3,40
194,pro-hht-demo2,4321,180,6.0,12288,0,1,3,7
195,pro-hlc,2881,480,27.0,83116,40,1,3,40
196,product-catalog-100m-sws,601,180,1.0,3072,0,1,3,3
197,sondn16,3001,540,1.0,1228,4,1,3,6
198,sync-file,5521,120,24.0,36864,0,1,3,12
199,test-ne,3421,180,1.0,2457,0,1,3,4
200,test-sriov,1561,540,26.0,66969,14,1,3,40
201,test123,1141,60,1.0,2457,0,1,3,4
202,thuanlk,2281,540,6.0,14745,4,1,3,26
203,tidb-operator,5161,240,1.0,720,0,1,3,2
204,tiennn18-mesh,4741,180,36.0,71270,0,1,3,12
205,tiennn18-test,5821,240,1.0,2457,0,1,3,2
206,tool-test-restful-bypass,5161,600,10.0,22118,6,1,3,28
207,vmclient,601,120,4.0,9830,0,1,3,7
208,web-mobile-hht-2,3001,480,3.0,7372,2,1,3,22
